"";"DOY";"Hour";"Lake_Height";"Discharge_in";"Discharge_out";"schiffen_discharge"
"409";"18";"0";429,104409090909;8,99277272727273;14,0589090909091;0
"410";"18";"1";429,104454545455;8,99513636363636;14,1840909090909;0
"411";"18";"2";429,104272727273;8,98540909090909;14,7404545454545;0
"412";"18";"3";429,104090909091;8,8925;15,0416363636364;0
"413";"18";"4";429,103681818182;8,76454545454546;14,7230909090909;0
"414";"18";"5";429,103454545455;8,67190909090909;15,1708181818182;0
"415";"18";"6";429,103318181818;8,57822727272727;14,7567727272727;0
"416";"18";"7";429,102681818182;8,49936363636364;14,2914090909091;0
"417";"18";"8";429,102454545455;8,46695454545454;14,1221818181818;100
"418";"18";"9";429,102;8,45909090909091;14,2580454545455;100
"419";"18";"10";429,101863636364;8,45477272727273;14,2003636363636;100
"420";"18";"11";429,101590909091;8,41131818181818;14,1339090909091;100
"421";"18";"12";429,101318181818;8,35390909090909;13,5289545454545;100
"422";"18";"13";429,101363636364;8,28777272727273;12,8907272727273;100
"423";"18";"14";429,101636363636;8,2045;12,7979545454545;100
"424";"18";"15";429,101727272727;8,19531818181818;12,6747727272727;100
"425";"18";"16";429,102045454545;8,15727272727273;12,0026818181818;0
"426";"18";"17";429,102090909091;8,2045;10,9228181818182;0
"427";"18";"18";429,102090909091;8,22245454545455;10,5496363636364;0
"428";"18";"19";429,102090909091;8,26454545454545;11,3764090909091;0
"429";"18";"20";429,102045454545;8,32204545454545;12,1026363636364;0
"430";"18";"21";429,102045454545;8,36672727272727;12,5604090909091;0
